キャリア,機種名,メーカー,ニックネーム,発売日,シリーズ,マークアップ言語,ブラウザバージョン,通信速度,画像階調,GIF,JPEG,PNG,BMP2,BMP4,MNG,通信方式,SSL対応,カメラの画素数,第二カメラの画素数,アプリケーション対応,アプリケーション種類,アプリケーションバージョン,アプリケーション最大容量,外部メモリースロットとメディアの種類,和音数,着うた対応,着うたフル対応,着ムービー対応,QR対応,Felica対応,Bluetooth対応,FLASH対応,ルートCA証明書VeriSign,ルートCA証明書Entrust,ルートCA証明書Cyber Trust,ルートCA証明書Geotrust,ルートCA証明書RSA Security,QVGA画面,フルブラウザ対応,赤外線対応,添付ファイルビューアー対応,GPS対応,MOVIE形式,フルブラウザバージョン,フルブラウザUSER-AGENT,添付受信サイズ,Flashバージョン,キャッシュ容量,ワンセグ対応,テレビ電話対応,office文書WebDL,officeファイル表示可能サイズ,Cookie,機体番号送信,モバイルSuica,メールURL長,BookMarkURL長,ブラウザURL長,プッシュ型情報配信,メール件名文字数,アニメーションGIF,透過GIF,添付送信サイズ,HTMLメール,きせかえツール,タッチパネル,横画面用待受設定,横画面ブラウザ対応,最終更新日
au,W41S,SonyEricsson,,2006/1/27,W4x,XHTML_Basic,6.2,2.4Mbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x_EVDO,E,125万画素,,Y,BREW,BREW3.1,600K,メモリースティックPRO Duo,128,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,3g2,Opera 7.60,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-SN34) Opera 7.60 [ja],500K,Flash Lite 1.1,131072,N,N,N,-,C,Y,Y,256,256,256,N,50,Y,Y,500K,N,N,N,N,N,2007/5/17
au,W41SA,SANYO,,2006/2/22,W4x,XHTML_Basic,6.2,2.4Mbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x_EVDO,E,127万画素,,Y,BREW,BREW3.1,600K,miniSD,128,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,3g2,,,500K,Flash Lite 1.1,131072,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,500K,N,N,N,N,N,2006/2/22
au,W41SH,SHARP,,2006/10/27,W4x,XHTML_Basic,6.2,2.4Mbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x_EVDO,E,200万画素,,Y,BREW,BREW3.1,600K,miniSD,64,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,3g2,Opera 8.00,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-SH31) Opera 8.00 [ja],500K,Flash Lite 1.1,131072,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,500K,N,Y,N,N,N,2006/10/27
au,W41T,TOSHIBA,MUSIC-HDD,2006/2/10,W4x,XHTML_Basic,6.2,2.4Mbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x_EVDO,E,323万画素,,Y,BREW,BREW3.1,600K,,128,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,3g2,,,500K,Flash Lite 1.1,131072,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,500K,N,N,N,N,N,2006/3/9
au,W42CA,CASIO,Gz One W42CA,2006/6/30,W4x,XHTML_Basic,6.2,2.4Mbps,カラー65536色,Y,Y,Y,Y,N,N,cdma2000_1x_EVDO,E,207万画素,,Y,BREW,BREW3.1,600K,microSD,128,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,3g2,Opera 8.00,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-CA34) Opera 8.00 [ja],500K,Flash Lite 1.1,131072,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,500K,N,N,N,N,N,2006/6/29
au,W42H,HITACHI,,2006/7/7,W4x,XHTML_Basic,6.2,2.4Mbps,カラー65536色,Y,Y,Y,Y,N,N,cdma2000_1x_EVDO,E,207万画素,,Y,BREW,BREW3.1,600K,microSD,128,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,3g2,Opera 8.00,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-HI37) Opera 8.00 [ja],500K,Flash Lite 1.1,131072,N,N,N,500K,C,Y,Y,256,256,256,N,50,Y,Y,500K,N,N,N,N,N,2006/10/10
au,W42K,KYOCERA,,2006/6/3,W4x,XHTML_Basic,6.2,2.4Mbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x_EVDO,E,131万画素,,Y,BREW,BREW3.1,600K,miniSD,64,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,3g2,,,500K,Flash Lite 1.1,131072,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,500K,N,N,N,N,N,2006/6/6
au,W42S,SonyEricsson,ウォークマンケータイ,2006/6/22,W4x,XHTML_Basic,6.2,2.4Mbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x_EVDO,E,125万画素,,Y,BREW,BREW3.1,600K,メモリースティックPRO Duo,128,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,3g2,Opera 8.00,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-SN36) Opera 8.00 [ja],500K,Flash Lite 1.1,131072,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,500K,N,N,N,N,N,2007/5/17
au,W42SA,SANYO,,2006/10/6,W4x,XHTML_Basic,6.2,2.4Mbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x_EVDO,E,198万画素,,Y,BREW,BREW3.1,600K,microSD,128,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,3g2,Opera 8.50,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-ST31) Opera 8.50 [ja],500K,Flash Lite 2.0,131072,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,500K,N,N,N,N,N,2006/10/10
au,W42T,TOSHIBA,neon,2006/2/24,W4x,XHTML_Basic,6.2,2.4Mbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x_EVDO,E,130万画素,,Y,BREW,BREW3.1,600K,miniSD,128,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,3g2,,,500K,Flash Lite 1.1,131072,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,500K,N,N,N,N,N,2006/2/24
au,W43CA,CASIO,,2006/9/21,W4x,XHTML_Basic,6.2,2.4Mbps,カラー65536色,Y,Y,Y,Y,N,N,cdma2000_1x_EVDO,E,207万画素,,Y,BREW,BREW3.1,600K,microSD,128,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,3g2,Opera 8.50,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-CA35) Opera 8.50 [ja],500K,Flash Lite 2.0,131072,N,N,N,-,C,Y,Y,256,256,256,Y,50,Y,Y,500K,Y,N,N,N,N,2006/9/20
au,W43H,HITACHI,,2006/9/21,W4x,XHTML_Basic,6.2,2.4Mbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x_EVDO,E,207万画素,,Y,BREW,BREW3.1,600K,microSD,128,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,3g2,Opera 8.50,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-HI38) Opera 8.50 [ja],500K,Flash Lite 2.0,131072,Y,N,N,500K,C,Y,Y,256,256,256,Y,50,Y,Y,500K,Y,N,N,N,N,2006/9/29
au,W43HII,HITACHI,,2007/1/19,W4x,XHTML_Basic,6.2,2.4Mbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x_EVDO,E,207万画素,,Y,BREW,BREW3.1,600K,microSD,128,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,3g2,Opera 8.50,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-HI38) Opera 8.50 [ja],500K,Flash Lite 2.0,131072,Y,N,N,500K,C,Y,Y,256,256,256,Y,50,Y,Y,500K,Y,N,N,N,N,2007/1/22
au,W43K,KYOCERA,,2006/10/6,W4x,XHTML_Basic,6.2,2.4Mbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x_EVDO,E,131万画素,,Y,BREW,BREW3.1,600K,microSD,128,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,3g2,Opera 8.50,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-KC37) Opera 8.50 [ja],500K,Flash Lite 2.0,131072,N,N,N,-,C,Y,Y,256,256,256,N,50,Y,Y,500K,N,N,N,N,N,2006/10/10
au,W43S,SonyEricsson,,2006/9/15,W4x,XHTML_Basic,6.2,2.4Mbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x_EVDO,E,201万画素,,Y,BREW,BREW3.1,600K,メモリースティックPRO Duo,128,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,3g2,Opera 8.50,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-SN37) Opera 8.50 [ja],500K,Flash Lite 2.0,131072,N,N,N,-,C,Y,Y,256,256,256,N,50,Y,Y,500K,N,N,N,N,N,2007/5/17
au,W43SA,SANYO,,2006/11/8,W4x,XHTML_Basic,6.2,2.4Mbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x_EVDO,E,199万画素,,Y,BREW,BREW3.1,600K,microSD,128,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,3g2,Opera 8.50,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-SA38) Opera 8.50 [ja],500K,Flash Lite 2.0,131072,Y,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,500K,Y,Y,N,N,N,2006/11/8
au,W43T,TOSHIBA,,2006/4/22,W4x,XHTML_Basic,6.2,2.4Mbps,カラー65536色,Y,Y,Y,Y,N,N,cdma2000_1x_EVDO,E,323万画素,,Y,BREW,BREW3.1,600K,miniSD,128,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,3g2,Opera 7.60,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-TS36) Opera 7.60 [ja],500K,Flash Lite 1.1,131072,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,500K,N,N,N,N,N,2006/4/24
au,W44K,KYOCERA,,2006/11/25,W4x,XHTML_Basic,6.2,2.4Mbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x_EVDO,E,201万画素,,Y,BREW,BREW3.1,600K,microSD,128,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,3g2,Opera 8.50,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-KC38) Opera 8.50 [ja],500K,Flash Lite 2.0,131072,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,500K,N,N,N,N,N,2006/11/27
au,W44KII,KYOCERA,,2007/6/1,W4x,XHTML_Basic,6.2,2.4Mbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x_EVDO,E,201万画素,,Y,BREW,BREW3.1,600K,microSD,128,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,3g2,Opera 8.50,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-KC38) Opera 8.50 [ja],500K,Flash Lite 2.0,131072,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,500K,N,N,N,N,N,2007/6/1
au,W44KIIカメラなし,KYOCERA,,2007/10/27,W4x,XHTML_Basic,6.2,2.4Mbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x_EVDO,E,,,Y,BREW,BREW3.1,600K,microSD,128,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,3g2,Opera 8.50,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-KC3E) Opera 8.50 [ja],500K,Flash Lite 2.0,131072,N,N,N,-,C,Y,N,256,256,256,N,50,Y,Y,500K,N,N,N,N,N,2007/11/2
au,W44S,SonyEricsson,,2006/12/8,W4x,XHTML_Basic,6.2,2.4Mbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x_EVDO,E,317万画素,,Y,BREW,BREW3.1,600K,メモリースティックPRO Duo,128,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,3g2,Opera 8.50,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-SN38) Opera 8.50 [ja],500K,Flash Lite 2.0,131072,Y,N,N,500K,C,Y,Y,256,256,256,Y,50,Y,Y,500K,Y,Y,N,N,N,2007/5/17
au,W44T,TOSHIBA,,2006/6/29,W4x,XHTML_Basic,6.2,2.4Mbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x_EVDO,E,320万画素,,Y,BREW,BREW3.1,600K,miniSD,128,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,3g2,Opera 8.00,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-TS37) Opera 8.00 [ja],500K,Flash Lite 1.1,131072,N,N,N,500K,C,Y,N,256,256,256,N,50,Y,Y,500K,N,N,N,N,N,2006/6/29
au,W45T,TOSHIBA,,2006/9/29,W4x,XHTML_Basic,6.2,2.4Mbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x_EVDO,E,324万画素,,Y,BREW,BREW3.1,600K,microSD,128,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,3g2,Opera 8.50,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-TS38) Opera 8.50 [ja],500K,Flash Lite 2.0,131072,N,N,N,500K,C,Y,N,256,256,256,N,50,Y,Y,500K,N,N,N,N,N,2006/9/29
au,W46T,TOSHIBA,DRAPE,2006/12/22,W4x,XHTML_Basic,6.2,3.1Mbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x_EVDO_Rev.A,E,324万画素,33万画素,Y,BREW,BREW3.1,600K,microSD,128,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,3g2,Opera 8.50,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-TS39) Opera 8.50 [ja],500K,Flash Lite 2.0,131072,N,Y,N,500K,C,Y,N,256,256,256,Y,50,Y,Y,500K,Y,N,N,N,N,2006/12/25
au,W47T,TOSHIBA,,2006/12/15,W4x,XHTML_Basic,6.2,3.1Mbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x_EVDO_Rev.A,E,324万画素,33万画素,Y,BREW,BREW3.1,600K,microSD,128,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,3g2,Opera 8.50,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-TS3A) Opera 8.50 [ja],500K,Flash Lite 2.0,131072,N,Y,N,500K,C,Y,Y,256,256,256,Y,50,Y,Y,500K,Y,N,N,N,N,2006/12/15
au,W51CA,CASIO,,2007/2/2,W5x,XHTML_Basic,6.2,2.4Mbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x_EVDO,E,207万画素,,Y,BREW/Java,BREW3.1,600K,microSD,128,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,3g2,Opera 8.60,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-CA37) Opera 8.60 [ja],500K,Flash Lite 2.0,131072,Y,N,N,-,C,Y,Y,256,256,256,Y,50,Y,Y,500K,Y,Y,N,N,N,2008/11/27
au,W51H,HITACHI,,2007/2/16,W5x,XHTML_Basic,6.2,2.4Mbps,カラー65536色,Y,Y,Y,Y,N,N,cdma2000_1x_EVDO,E,207万画素,,Y,BREW/Java,BREW3.1,600K,microSD,128,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,3g2,Opera 8.60,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-HI39) Opera 8.60 [ja],500K,Flash Lite 2.0,131072,N,N,Y,500K,C,Y,Y,256,256,256,Y,50,Y,Y,500K,Y,Y,N,N,N,2008/11/27
au,W51K,KYOCERA,,2007/2/8,W5x,XHTML_Basic,6.2,2.4Mbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x_EVDO,E,201万画素,,Y,BREW,BREW3.1,600K,microSD,128,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,3g2,Opera 8.60,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-KC39) Opera 8.60 [ja],500K,Flash Lite 2.0,131072,Y,N,N,-,C,Y,Y,256,256,256,Y,50,Y,Y,500K,Y,Y,N,N,N,2007/2/7
au,W51P,Panasonic,,2007/2/2,W5x,XHTML_Basic,6.2,2.4Mbps,カラー65536色,Y,Y,Y,Y,N,N,cdma2000_1x_EVDO,E,207万画素,,Y,BREW,BREW3.1,600K,microSD,128,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,3g2,Opera 8.50,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-MA31) Opera 8.50 [ja],500K,Flash Lite 2.0,131072,N,N,N,-,C,Y,Y,256,256,256,Y,50,Y,Y,500K,Y,N,N,N,N,2007/2/5
au,W51S,SonyEricsson,,2007/2/24,W5x,XHTML_Basic,6.2,2.4Mbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x_EVDO,E,201万画素,,Y,BREW/Java,BREW3.1,600K,メモリースティックPRO Duo,128,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,3g2,Opera 8.60,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-SN39) Opera 8.60 [ja],500K,Flash Lite 2.0,131072,N,N,Y,500K,C,Y,Y,256,256,256,Y,50,Y,Y,500K,Y,Y,N,N,N,2008/11/27
au,W51SA,SANYO,,2007/2/16,W5x,XHTML_Basic,6.2,2.4Mbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x_EVDO,E,199万画素,,Y,BREW/Java,BREW3.1,600K,microSD,128,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,3g2,Opera 8.60,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-SA39) Opera 8.60 [ja],500K,Flash Lite 2.0,131072,Y,N,N,-,C,Y,Y,256,256,256,Y,50,Y,Y,500K,Y,Y,N,N,N,2008/11/27
au,W51SH,SHARP,AQUOSケータイ,2007/3/15,W5x,XHTML_Basic,6.2,2.4Mbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x_EVDO,E,203万画素,,Y,BREW,BREW3.1,600K,microSD,128,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,3g2,Opera 8.60,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-SH32) Opera 8.60 [ja],500K,Flash Lite 2.0,131072,Y,N,N,-,C,Y,N,256,256,256,Y,50,Y,Y,500K,Y,Y,N,N,N,2007/3/15
au,W51T,TOSHIBA,,2007/2/10,W5x,XHTML_Basic,6.2,2.4Mbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x_EVDO,E,324万画素,,Y,BREW,BREW3.1,600K,microSD,128,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,3g2,Opera 8.60,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-TS3B) Opera 8.60 [ja],500K,Flash Lite 2.0,131072,Y,N,Y,500K,C,Y,N,256,256,256,Y,50,Y,Y,500K,Y,Y,N,N,N,2007/3/12
au,W52CA,CASIO,,2007/6/29,W5x,XHTML_Basic,6.2,2.4Mbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x_EVDO,E,207万画素,,Y,BREW/Java,BREW3.1,600K,microSD,128,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,3g2,Opera 8.60,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-CA38) Opera 8.60 [ja],500K,Flash Lite 2.0,131072,Y,N,N,-,C,Y,Y,256,256,256,Y,50,Y,Y,500K,Y,Y,N,N,N,2008/11/27
au,W52H,HITACHI,,2007/6/8,W5x,XHTML_Basic,6.2,2.4Mbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x_EVDO,E,207万画素,,Y,BREW/Java,BREW3.1,600K,microSD,128,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,3g2,Opera 8.60,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-HI3A) Opera 8.60 [ja],500K,Flash Lite 2.0,131072,Y,N,Y,500K,C,Y,Y,256,256,256,Y,50,Y,Y,500K,Y,Y,N,N,N,2008/11/27
au,W52K,KYOCERA,MEDIA SKIN,2007/3/23,W5x,XHTML_Basic,6.2,2.4Mbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x_EVDO,E,201万画素,,Y,BREW,BREW3.1,600K,microSD,128,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,3g2,Opera 8.60,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-KC3A) Opera 8.60 [ja],500K,Flash Lite 2.0,131072,Y,N,N,-,C,Y,Y,256,256,256,Y,50,Y,Y,500K,Y,Y,N,N,N,2007/3/26
au,W52P,Panasonic,,2007/6/27,W5x,XHTML_Basic,6.2,2.4Mbps,カラー65536色,Y,Y,Y,Y,N,N,cdma2000_1x_EVDO,E,207万画素,,Y,BREW/Java,BREW3.1,600K,microSD,128,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,3g2,Opera 8.60,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-MA32) Opera 8.60 [ja],500K,Flash Lite 2.0,131072,N,N,N,-,C,Y,Y,256,256,256,Y,50,Y,Y,500K,Y,Y,N,N,N,2008/11/27
au,W52S,SonyEricsson,ウォークマンケータイ,2007/6/21,W5x,XHTML_Basic,6.2,2.4Mbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x_EVDO,E,201万画素,,Y,BREW/Java,BREW3.1,600K,メモリースティックマイクロ/microSD,128,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,3g2,Opera 8.60,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-SN3A) Opera 8.60 [ja],500K,Flash Lite 2.0,131072,N,N,N,500K,C,Y,Y,256,256,256,Y,50,Y,Y,500K,Y,Y,N,N,N,2008/11/27
au,W52SA,SANYO,,2007/6/8,W5x,XHTML_Basic,6.2,2.4Mbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x_EVDO,E,199万画素,,Y,BREW/Java,BREW3.1,600K,microSD,128,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,3g2,Opera 8.60,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-SA3A) Opera 8.60 [ja],500K,Flash Lite 2.0,131072,Y,N,N,-,C,Y,Y,256,256,256,Y,50,Y,Y,500K,Y,Y,N,N,N,2008/11/27
au,W52SH,SHARP,,2007/7/7,W5x,XHTML_Basic,6.2,2.4Mbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x_EVDO,E,203万画素,,Y,BREW,BREW3.1,600K,microSD,128,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,3g2,Opera 8.60,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-SH33) Opera 8.60 [ja],500K,Flash Lite 2.0,131072,Y,N,N,-,C,Y,Y,256,256,256,Y,50,Y,Y,500K,Y,Y,N,N,N,2007/7/9
au,W52T,TOSHIBA,,2007/2/17,W5x,XHTML_Basic,6.2,2.4Mbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x_EVDO,E,324万画素,,Y,BREW,BREW3.1,600K,microSD,128,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,3g2,Opera 8.60,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-TS3C) Opera 8.60 [ja],500K,Flash Lite 2.0,131072,Y,N,Y,500K,C,Y,Y,256,256,256,Y,50,Y,Y,500K,Y,Y,N,N,N,2007/3/12
au,W53CA,CASIO,EXILIM,2007/8/11,W5x,XHTML_Basic,6.2,2.4Mbps,カラー65536色,Y,Y,Y,Y,N,N,cdma2000_1x_EVDO,E,515万画素,,Y,BREW/Java,BREW3.1,600K,microSD,128,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,3g2,Opera 8.60,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-CA39) Opera 8.60 [ja],500K,Flash Lite 2.0,131072,N,N,Y,500K,C,Y,Y,256,256,256,Y,50,Y,Y,500K,Y,Y,N,N,N,2008/11/27
au,W53H,HITACHI,Woooケータイ,2007/12/1,W5x,XHTML_Basic,6.2,2.4Mbps,カラー262144色,Y,Y,Y,N,N,N,cdma2000_1x_EVDO,E,197万画素,,Y,BREW/Java,BREW3.1,600K,microSD,128,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,3g2,Opera 8.60,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-HI3B) Opera 8.60 [ja],500K,Flash Lite 2.0,131072,Y,N,N,-,C,Y,Y,256,256,256,Y,50,Y,Y,500K,Y,Y,N,N,N,2008/11/27
au,W53K,KYOCERA,,2007/11/22,W5x,XHTML_Basic,6.2,2.4Mbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x_EVDO,E,197万画素,,Y,BREW,BREW3.1,600K,microSD,128,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,3g2,Opera 8.60,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-KC3B) Opera 8.60 [ja],500K,Flash Lite 2.0,131072,Y,N,N,-,C,Y,Y,256,256,256,Y,50,Y,Y,500K,Y,Y,N,N,N,2007/11/29
au,W53S,SonyEricsson,,2007/10/5,W5x,XHTML_Basic,6.2,2.4Mbps,カラー262144色,Y,Y,Y,N,N,N,cdma2000_1x_EVDO,E,201万画素,,Y,BREW/Java,BREW3.1,600K,メモリースティックPRO Duo,128,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,3g2,Opera 8.60,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-SN3B) Opera 8.60 [ja],500K,Flash Lite 2.0,131072,N,N,N,-,C,Y,Y,256,256,256,Y,50,Y,Y,500K,Y,Y,N,N,N,2008/11/27
au,W53SA,SANYO,,2007/7/14,W5x,XHTML_Basic,6.2,2.4Mbps,カラー262144色,Y,Y,Y,Y,N,N,cdma2000_1x_EVDO,E,199万画素,,Y,BREW/Java,BREW3.1,600K,microSD,128,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,3g2,Opera 8.60,Mozilla/4.0 (compatible; MSIE 6.0; KDDI-ST32) Opera 8.60 [ja],500K,Flash Lite 2.0,131072,Y,N,N,-,C,Y,Y,256,256,256,Y,50,Y,Y,500K,Y,Y,N,N,N,2008/11/27
